[15:21:26]  <ipython-input-2-09f797b7f757> :: INFO : Analysis started
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OT1Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OT2Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OT3Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OU1Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OU2Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OU3Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OV1Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OV2Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OV3Aligned.out_sorted.bam 
[17:03:41]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OW1Aligned.out_sorted.bam 
[17:03:41]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OW2Aligned.out_sorted.bam 
[17:03:41]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OW3Aligned.out_sorted.bam 
[17:03:41]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OX1Aligned.out_sorted.bam 
[17:03:41]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OX2Aligned.out_sorted.bam 
[17:03:41]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OX3Aligned.out_sorted.bam 
[17:03:45]  pyseqrna_stats :: INFO : 3059554 input reads aligned GA1
[17:03:50]  pyseqrna_stats :: INFO : 2939430 input reads uniquely mapped in GA1
[17:03:55]  pyseqrna_stats :: INFO : 120124 input reads multi mapped in GA1
[17:04:00]  pyseqrna_stats :: INFO : 3421515 input reads aligned GA2
[17:04:06]  pyseqrna_stats :: INFO : 3286960 input reads uniquely mapped in GA2
[17:04:11]  pyseqrna_stats :: INFO : 134555 input reads multi mapped in GA2
[17:04:16]  pyseqrna_stats :: INFO : 3445974 input reads aligned GA3
[17:04:22]  pyseqrna_stats :: INFO : 3360968 input reads uniquely mapped in GA3
[17:04:27]  pyseqrna_stats :: INFO : 85006 input reads multi mapped in GA3
[17:04:31]  pyseqrna_stats :: INFO : 3270405 input reads aligned GB1
[17:04:36]  pyseqrna_stats :: INFO : 3190896 input reads uniquely mapped in GB1
[17:04:40]  pyseqrna_stats :: INFO : 79509 input reads multi mapped in GB1
[17:04:45]  pyseqrna_stats :: INFO : 3896909 input reads aligned GB2
[17:04:52]  pyseqrna_stats :: INFO : 3770196 input reads uniquely mapped in GB2
[17:04:57]  pyseqrna_stats :: INFO : 126713 input reads multi mapped in GB2
[17:05:00]  pyseqrna_stats :: INFO : 2914379 input reads aligned GB3
[17:05:05]  pyseqrna_stats :: INFO : 2838418 input reads uniquely mapped in GB3
[17:05:09]  pyseqrna_stats :: INFO : 75961 input reads multi mapped in GB3
[17:05:13]  pyseqrna_stats :: INFO : 2951022 input reads aligned GC1
[17:05:18]  pyseqrna_stats :: INFO : 2781380 input reads uniquely mapped in GC1
[17:05:22]  pyseqrna_stats :: INFO : 169642 input reads multi mapped in GC1
[17:05:30]  pyseqrna_stats :: INFO : 4270026 input reads aligned GC2
[17:05:37]  pyseqrna_stats :: INFO : 4009197 input reads uniquely mapped in GC2
[17:05:44]  pyseqrna_stats :: INFO : 260829 input reads multi mapped in GC2
[17:05:48]  pyseqrna_stats :: INFO : 2571231 input reads aligned GC3
[17:05:52]  pyseqrna_stats :: INFO : 2442410 input reads uniquely mapped in GC3
[17:05:56]  pyseqrna_stats :: INFO : 128821 input reads multi mapped in GC3
[17:06:01]  pyseqrna_stats :: INFO : 3312143 input reads aligned GD1
[17:06:06]  pyseqrna_stats :: INFO : 3142190 input reads uniquely mapped in GD1
[17:06:11]  pyseqrna_stats :: INFO : 169953 input reads multi mapped in GD1
[17:06:16]  pyseqrna_stats :: INFO : 4045483 input reads aligned GD2
[17:06:22]  pyseqrna_stats :: INFO : 3870122 input reads uniquely mapped in GD2
[17:06:27]  pyseqrna_stats :: INFO : 175361 input reads multi mapped in GD2
[17:06:31]  pyseqrna_stats :: INFO : 3514287 input reads aligned GD3
[17:06:36]  pyseqrna_stats :: INFO : 3398679 input reads uniquely mapped in GD3
[17:06:41]  pyseqrna_stats :: INFO : 115608 input reads multi mapped in GD3
[17:06:45]  pyseqrna_stats :: INFO : 2411833 input reads aligned GE1
[17:06:51]  pyseqrna_stats :: INFO : 2288003 input reads uniquely mapped in GE1
[17:06:56]  pyseqrna_stats :: INFO : 123830 input reads multi mapped in GE1
[17:07:01]  pyseqrna_stats :: INFO : 3431127 input reads aligned GE2
[17:07:08]  pyseqrna_stats :: INFO : 3310919 input reads uniquely mapped in GE2
[17:07:14]  pyseqrna_stats :: INFO : 120208 input reads multi mapped in GE2
[17:07:19]  pyseqrna_stats :: INFO : 3125202 input reads aligned GE3
[17:07:25]  pyseqrna_stats :: INFO : 3015063 input reads uniquely mapped in GE3
[17:07:30]  pyseqrna_stats :: INFO : 110139 input reads multi mapped in GE3
[17:07:34]  pyseqrna_stats :: INFO : 3152271 input reads aligned GF1
[17:07:40]  pyseqrna_stats :: INFO : 3005776 input reads uniquely mapped in GF1
[17:07:45]  pyseqrna_stats :: INFO : 146495 input reads multi mapped in GF1
[17:07:49]  pyseqrna_stats :: INFO : 3753869 input reads aligned GF2
[17:07:55]  pyseqrna_stats :: INFO : 3649444 input reads uniquely mapped in GF2
[17:08:00]  pyseqrna_stats :: INFO : 104425 input reads multi mapped in GF2
[17:08:08]  pyseqrna_stats :: INFO : 3455780 input reads aligned GF3
[17:08:13]  pyseqrna_stats :: INFO : 3322393 input reads uniquely mapped in GF3
[17:08:18]  pyseqrna_stats :: INFO : 133387 input reads multi mapped in GF3
[17:08:24]  pyseqrna_stats :: INFO : 2638856 input reads aligned GG1
[17:08:29]  pyseqrna_stats :: INFO : 2538354 input reads uniquely mapped in GG1
[17:08:34]  pyseqrna_stats :: INFO : 100502 input reads multi mapped in GG1
[17:08:39]  pyseqrna_stats :: INFO : 2675278 input reads aligned GG2
[17:08:44]  pyseqrna_stats :: INFO : 2577778 input reads uniquely mapped in GG2
[17:08:48]  pyseqrna_stats :: INFO : 97500 input reads multi mapped in GG2
[17:08:55]  pyseqrna_stats :: INFO : 4195074 input reads aligned GG3
[17:09:02]  pyseqrna_stats :: INFO : 4067220 input reads uniquely mapped in GG3
[17:09:08]  pyseqrna_stats :: INFO : 127854 input reads multi mapped in GG3
[17:09:13]  pyseqrna_stats :: INFO : 3790953 input reads aligned GH1
[17:09:19]  pyseqrna_stats :: INFO : 3649047 input reads uniquely mapped in GH1
[17:09:24]  pyseqrna_stats :: INFO : 141906 input reads multi mapped in GH1
[17:09:29]  pyseqrna_stats :: INFO : 4003636 input reads aligned GH2
[17:09:34]  pyseqrna_stats :: INFO : 3891612 input reads uniquely mapped in GH2
[17:09:39]  pyseqrna_stats :: INFO : 112024 input reads multi mapped in GH2
[17:09:43]  pyseqrna_stats :: INFO : 2998232 input reads aligned GH3
[17:09:48]  pyseqrna_stats :: INFO : 2901402 input reads uniquely mapped in GH3
[17:09:52]  pyseqrna_stats :: INFO : 96830 input reads multi mapped in GH3
[17:09:56]  pyseqrna_stats :: INFO : 2982652 input reads aligned GI1
[17:10:01]  pyseqrna_stats :: INFO : 2895079 input reads uniquely mapped in GI1
[17:10:06]  pyseqrna_stats :: INFO : 87573 input reads multi mapped in GI1
[17:10:12]  pyseqrna_stats :: INFO : 3150835 input reads aligned GI2
[17:10:19]  pyseqrna_stats :: INFO : 2955830 input reads uniquely mapped in GI2
[17:10:26]  pyseqrna_stats :: INFO : 195005 input reads multi mapped in GI2
[17:10:29]  pyseqrna_stats :: INFO : 2299014 input reads aligned GI3
[17:10:34]  pyseqrna_stats :: INFO : 2220093 input reads uniquely mapped in GI3
[17:10:37]  pyseqrna_stats :: INFO : 78921 input reads multi mapped in GI3
[17:10:42]  pyseqrna_stats :: INFO : 3041733 input reads aligned GJ1
[17:10:47]  pyseqrna_stats :: INFO : 2902739 input reads uniquely mapped in GJ1
[17:10:51]  pyseqrna_stats :: INFO : 138994 input reads multi mapped in GJ1
[17:10:55]  pyseqrna_stats :: INFO : 3164053 input reads aligned GJ2
[17:11:00]  pyseqrna_stats :: INFO : 3065813 input reads uniquely mapped in GJ2
[17:11:04]  pyseqrna_stats :: INFO : 98240 input reads multi mapped in GJ2
[17:11:08]  pyseqrna_stats :: INFO : 3031384 input reads aligned GJ3
[17:11:13]  pyseqrna_stats :: INFO : 2938985 input reads uniquely mapped in GJ3
[17:11:17]  pyseqrna_stats :: INFO : 92399 input reads multi mapped in GJ3
[17:11:21]  pyseqrna_stats :: INFO : 3924754 input reads aligned GK1
[17:11:27]  pyseqrna_stats :: INFO : 3824965 input reads uniquely mapped in GK1
[17:11:32]  pyseqrna_stats :: INFO : 99789 input reads multi mapped in GK1
[17:11:37]  pyseqrna_stats :: INFO : 3136333 input reads aligned GK2
[17:11:42]  pyseqrna_stats :: INFO : 3012073 input reads uniquely mapped in GK2
[17:11:47]  pyseqrna_stats :: INFO : 124260 input reads multi mapped in GK2
[17:11:51]  pyseqrna_stats :: INFO : 3329826 input reads aligned GK3
[17:11:56]  pyseqrna_stats :: INFO : 3238959 input reads uniquely mapped in GK3
[17:12:01]  pyseqrna_stats :: INFO : 90867 input reads multi mapped in GK3
[17:12:05]  pyseqrna_stats :: INFO : 3070869 input reads aligned GL1
[17:12:10]  pyseqrna_stats :: INFO : 2935543 input reads uniquely mapped in GL1
[17:12:14]  pyseqrna_stats :: INFO : 135326 input reads multi mapped in GL1
[17:12:18]  pyseqrna_stats :: INFO : 3028072 input reads aligned GL2
[17:12:22]  pyseqrna_stats :: INFO : 2926760 input reads uniquely mapped in GL2
[17:12:26]  pyseqrna_stats :: INFO : 101312 input reads multi mapped in GL2
[17:12:30]  pyseqrna_stats :: INFO : 3104164 input reads aligned GL3
[17:12:35]  pyseqrna_stats :: INFO : 3018157 input reads uniquely mapped in GL3
[17:12:39]  pyseqrna_stats :: INFO : 86007 input reads multi mapped in GL3
[17:12:43]  pyseqrna_stats :: INFO : 2276430 input reads aligned GM1
[17:12:47]  pyseqrna_stats :: INFO : 2173911 input reads uniquely mapped in GM1
[17:12:51]  pyseqrna_stats :: INFO : 102519 input reads multi mapped in GM1
[17:12:55]  pyseqrna_stats :: INFO : 2599151 input reads aligned GM2
[17:13:01]  pyseqrna_stats :: INFO : 2511041 input reads uniquely mapped in GM2
[17:13:05]  pyseqrna_stats :: INFO : 88110 input reads multi mapped in GM2
[17:13:09]  pyseqrna_stats :: INFO : 2206299 input reads aligned GM3
[17:13:13]  pyseqrna_stats :: INFO : 2140239 input reads uniquely mapped in GM3
[17:13:16]  pyseqrna_stats :: INFO : 66060 input reads multi mapped in GM3
[17:13:22]  pyseqrna_stats :: INFO : 3953680 input reads aligned GN1
[17:13:28]  pyseqrna_stats :: INFO : 3755937 input reads uniquely mapped in GN1
[17:13:34]  pyseqrna_stats :: INFO : 197743 input reads multi mapped in GN1
[17:13:39]  pyseqrna_stats :: INFO : 3627517 input reads aligned GN2
[17:13:45]  pyseqrna_stats :: INFO : 3506765 input reads uniquely mapped in GN2
[17:13:50]  pyseqrna_stats :: INFO : 120752 input reads multi mapped in GN2
[17:13:55]  pyseqrna_stats :: INFO : 3477791 input reads aligned GN3
[17:14:01]  pyseqrna_stats :: INFO : 3364450 input reads uniquely mapped in GN3
[17:14:05]  pyseqrna_stats :: INFO : 113341 input reads multi mapped in GN3
[17:14:10]  pyseqrna_stats :: INFO : 3301557 input reads aligned GO1
[17:14:15]  pyseqrna_stats :: INFO : 3208641 input reads uniquely mapped in GO1
[17:14:20]  pyseqrna_stats :: INFO : 92916 input reads multi mapped in GO1
[17:14:25]  pyseqrna_stats :: INFO : 3121307 input reads aligned GO2
[17:14:31]  pyseqrna_stats :: INFO : 3014504 input reads uniquely mapped in GO2
[17:14:36]  pyseqrna_stats :: INFO : 106803 input reads multi mapped in GO2
[17:14:40]  pyseqrna_stats :: INFO : 2526265 input reads aligned GO3
[17:14:45]  pyseqrna_stats :: INFO : 2448933 input reads uniquely mapped in GO3
[17:14:49]  pyseqrna_stats :: INFO : 77332 input reads multi mapped in GO3
[17:14:57]  pyseqrna_stats :: INFO : 4337388 input reads aligned GP1
[17:15:04]  pyseqrna_stats :: INFO : 4174140 input reads uniquely mapped in GP1
[17:15:11]  pyseqrna_stats :: INFO : 163248 input reads multi mapped in GP1
[17:15:16]  pyseqrna_stats :: INFO : 4247516 input reads aligned GP2
[17:15:23]  pyseqrna_stats :: INFO : 4093096 input reads uniquely mapped in GP2
[17:15:29]  pyseqrna_stats :: INFO : 154420 input reads multi mapped in GP2
[17:15:33]  pyseqrna_stats :: INFO : 2890713 input reads aligned GP3
[17:15:38]  pyseqrna_stats :: INFO : 2799054 input reads uniquely mapped in GP3
[17:15:42]  pyseqrna_stats :: INFO : 91659 input reads multi mapped in GP3
[17:15:46]  pyseqrna_stats :: INFO : 2955034 input reads aligned GQ1
[17:15:50]  pyseqrna_stats :: INFO : 2869472 input reads uniquely mapped in GQ1
[17:15:55]  pyseqrna_stats :: INFO : 85562 input reads multi mapped in GQ1
[17:15:59]  pyseqrna_stats :: INFO : 2499330 input reads aligned GQ2
[17:16:04]  pyseqrna_stats :: INFO : 2404316 input reads uniquely mapped in GQ2
[17:16:09]  pyseqrna_stats :: INFO : 95014 input reads multi mapped in GQ2
[17:16:15]  pyseqrna_stats :: INFO : 3703033 input reads aligned GQ3
[17:16:21]  pyseqrna_stats :: INFO : 3596137 input reads uniquely mapped in GQ3
[17:16:27]  pyseqrna_stats :: INFO : 106896 input reads multi mapped in GQ3
[17:16:32]  pyseqrna_stats :: INFO : 3158152 input reads aligned GR1
[17:16:37]  pyseqrna_stats :: INFO : 3071422 input reads uniquely mapped in GR1
[17:16:41]  pyseqrna_stats :: INFO : 86730 input reads multi mapped in GR1
[17:16:47]  pyseqrna_stats :: INFO : 4100271 input reads aligned GR2
[17:16:53]  pyseqrna_stats :: INFO : 3952624 input reads uniquely mapped in GR2
[17:16:59]  pyseqrna_stats :: INFO : 147647 input reads multi mapped in GR2
[17:17:03]  pyseqrna_stats :: INFO : 3237937 input reads aligned GR3
[17:17:08]  pyseqrna_stats :: INFO : 3140156 input reads uniquely mapped in GR3
[17:17:13]  pyseqrna_stats :: INFO : 97781 input reads multi mapped in GR3
[17:17:18]  pyseqrna_stats :: INFO : 2373832 input reads aligned GS1
[17:17:23]  pyseqrna_stats :: INFO : 2256538 input reads uniquely mapped in GS1
[17:17:28]  pyseqrna_stats :: INFO : 117294 input reads multi mapped in GS1
[17:17:32]  pyseqrna_stats :: INFO : 2406846 input reads aligned GS2
[17:17:37]  pyseqrna_stats :: INFO : 2308874 input reads uniquely mapped in GS2
[17:17:42]  pyseqrna_stats :: INFO : 97972 input reads multi mapped in GS2
[17:17:45]  pyseqrna_stats :: INFO : 2304433 input reads aligned GS3
[17:17:49]  pyseqrna_stats :: INFO : 2229116 input reads uniquely mapped in GS3
[17:17:53]  pyseqrna_stats :: INFO : 75317 input reads multi mapped in GS3
[17:17:58]  pyseqrna_stats :: INFO : 3392234 input reads aligned GT1
[17:18:04]  pyseqrna_stats :: INFO : 3233791 input reads uniquely mapped in GT1
[17:18:09]  pyseqrna_stats :: INFO : 158443 input reads multi mapped in GT1
[17:18:13]  pyseqrna_stats :: INFO : 3233199 input reads aligned GT2
[17:18:18]  pyseqrna_stats :: INFO : 3138238 input reads uniquely mapped in GT2
[17:18:23]  pyseqrna_stats :: INFO : 94961 input reads multi mapped in GT2
[17:18:27]  pyseqrna_stats :: INFO : 3451801 input reads aligned GT3
[17:18:32]  pyseqrna_stats :: INFO : 3351269 input reads uniquely mapped in GT3
[17:18:37]  pyseqrna_stats :: INFO : 100532 input reads multi mapped in GT3
[17:18:42]  pyseqrna_stats :: INFO : 2755589 input reads aligned GU1
[17:18:47]  pyseqrna_stats :: INFO : 2644659 input reads uniquely mapped in GU1
[17:18:52]  pyseqrna_stats :: INFO : 110930 input reads multi mapped in GU1
[17:18:57]  pyseqrna_stats :: INFO : 3053189 input reads aligned GU2
[17:19:02]  pyseqrna_stats :: INFO : 2950587 input reads uniquely mapped in GU2
[17:19:07]  pyseqrna_stats :: INFO : 102602 input reads multi mapped in GU2
[17:19:11]  pyseqrna_stats :: INFO : 2638302 input reads aligned GU3
[17:19:16]  pyseqrna_stats :: INFO : 2556798 input reads uniquely mapped in GU3
[17:19:21]  pyseqrna_stats :: INFO : 81504 input reads multi mapped in GU3
[17:19:27]  pyseqrna_stats :: INFO : 4396372 input reads aligned GV1
[17:19:33]  pyseqrna_stats :: INFO : 4178808 input reads uniquely mapped in GV1
[17:19:40]  pyseqrna_stats :: INFO : 217564 input reads multi mapped in GV1
[17:19:45]  pyseqrna_stats :: INFO : 3728010 input reads aligned GV2
[17:19:50]  pyseqrna_stats :: INFO : 3603190 input reads uniquely mapped in GV2
[17:19:55]  pyseqrna_stats :: INFO : 124820 input reads multi mapped in GV2
[17:19:59]  pyseqrna_stats :: INFO : 2823572 input reads aligned GV3
[17:20:03]  pyseqrna_stats :: INFO : 2727368 input reads uniquely mapped in GV3
[17:20:07]  pyseqrna_stats :: INFO : 96204 input reads multi mapped in GV3
[17:20:12]  pyseqrna_stats :: INFO : 2556113 input reads aligned GW1
[17:20:17]  pyseqrna_stats :: INFO : 2439718 input reads uniquely mapped in GW1
[17:20:22]  pyseqrna_stats :: INFO : 116395 input reads multi mapped in GW1
[17:20:27]  pyseqrna_stats :: INFO : 2941058 input reads aligned GW2
[17:20:33]  pyseqrna_stats :: INFO : 2826736 input reads uniquely mapped in GW2
[17:20:38]  pyseqrna_stats :: INFO : 114322 input reads multi mapped in GW2
[17:20:42]  pyseqrna_stats :: INFO : 2587246 input reads aligned GW3
[17:20:46]  pyseqrna_stats :: INFO : 2508079 input reads uniquely mapped in GW3
[17:20:50]  pyseqrna_stats :: INFO : 79167 input reads multi mapped in GW3
[17:20:56]  pyseqrna_stats :: INFO : 4082892 input reads aligned GX1
[17:21:04]  pyseqrna_stats :: INFO : 3933670 input reads uniquely mapped in GX1
[17:21:11]  pyseqrna_stats :: INFO : 149222 input reads multi mapped in GX1
[17:21:16]  pyseqrna_stats :: INFO : 3984716 input reads aligned GX2
[17:21:22]  pyseqrna_stats :: INFO : 3853166 input reads uniquely mapped in GX2
[17:21:27]  pyseqrna_stats :: INFO : 131550 input reads multi mapped in GX2
[17:21:31]  pyseqrna_stats :: INFO : 3027541 input reads aligned GX3
[17:21:36]  pyseqrna_stats :: INFO : 2938776 input reads uniquely mapped in GX3
[17:21:39]  pyseqrna_stats :: INFO : 88765 input reads multi mapped in GX3
[17:21:46]  pyseqrna_stats :: INFO : 5070139 input reads aligned OA1
[17:21:53]  pyseqrna_stats :: INFO : 4946973 input reads uniquely mapped in OA1
[17:21:59]  pyseqrna_stats :: INFO : 123166 input reads multi mapped in OA1
[17:22:04]  pyseqrna_stats :: INFO : 3308947 input reads aligned OA2
[17:22:09]  pyseqrna_stats :: INFO : 3205690 input reads uniquely mapped in OA2
[17:22:15]  pyseqrna_stats :: INFO : 103257 input reads multi mapped in OA2
[17:22:19]  pyseqrna_stats :: INFO : 3429035 input reads aligned OA3
[17:22:25]  pyseqrna_stats :: INFO : 3340698 input reads uniquely mapped in OA3
[17:22:30]  pyseqrna_stats :: INFO : 88337 input reads multi mapped in OA3
[17:22:35]  pyseqrna_stats :: INFO : 3055976 input reads aligned OB1
[17:22:39]  pyseqrna_stats :: INFO : 2975799 input reads uniquely mapped in OB1
[17:22:43]  pyseqrna_stats :: INFO : 80177 input reads multi mapped in OB1
[17:22:48]  pyseqrna_stats :: INFO : 3536111 input reads aligned OB2
[17:22:54]  pyseqrna_stats :: INFO : 3429309 input reads uniquely mapped in OB2
[17:22:59]  pyseqrna_stats :: INFO : 106802 input reads multi mapped in OB2
[17:23:03]  pyseqrna_stats :: INFO : 2599432 input reads aligned OB3
[17:23:07]  pyseqrna_stats :: INFO : 2521653 input reads uniquely mapped in OB3
[17:23:10]  pyseqrna_stats :: INFO : 77779 input reads multi mapped in OB3
[17:23:15]  pyseqrna_stats :: INFO : 2997760 input reads aligned OC1
[17:23:20]  pyseqrna_stats :: INFO : 2808837 input reads uniquely mapped in OC1
[17:23:25]  pyseqrna_stats :: INFO : 188923 input reads multi mapped in OC1
[17:23:29]  pyseqrna_stats :: INFO : 2537105 input reads aligned OC2
[17:23:34]  pyseqrna_stats :: INFO : 2463994 input reads uniquely mapped in OC2
[17:23:38]  pyseqrna_stats :: INFO : 73111 input reads multi mapped in OC2
[17:23:43]  pyseqrna_stats :: INFO : 3058723 input reads aligned OC3
[17:23:48]  pyseqrna_stats :: INFO : 2938596 input reads uniquely mapped in OC3
[17:23:54]  pyseqrna_stats :: INFO : 120127 input reads multi mapped in OC3
[17:23:58]  pyseqrna_stats :: INFO : 3184599 input reads aligned OD1
[17:24:03]  pyseqrna_stats :: INFO : 3063081 input reads uniquely mapped in OD1
[17:24:08]  pyseqrna_stats :: INFO : 121518 input reads multi mapped in OD1
[17:24:13]  pyseqrna_stats :: INFO : 3738383 input reads aligned OD2
[17:24:19]  pyseqrna_stats :: INFO : 3619146 input reads uniquely mapped in OD2
[17:24:24]  pyseqrna_stats :: INFO : 119237 input reads multi mapped in OD2
[17:24:29]  pyseqrna_stats :: INFO : 4534357 input reads aligned OD3
[17:24:36]  pyseqrna_stats :: INFO : 4395783 input reads uniquely mapped in OD3
[17:24:42]  pyseqrna_stats :: INFO : 138574 input reads multi mapped in OD3
[17:24:45]  pyseqrna_stats :: INFO : 1675857 input reads aligned OE1
[17:24:49]  pyseqrna_stats :: INFO : 1604110 input reads uniquely mapped in OE1
[17:24:52]  pyseqrna_stats :: INFO : 71747 input reads multi mapped in OE1
[17:24:57]  pyseqrna_stats :: INFO : 2761506 input reads aligned OE2
[17:25:03]  pyseqrna_stats :: INFO : 2678966 input reads uniquely mapped in OE2
[17:25:07]  pyseqrna_stats :: INFO : 82540 input reads multi mapped in OE2
[17:25:11]  pyseqrna_stats :: INFO : 2367323 input reads aligned OE3
[17:25:15]  pyseqrna_stats :: INFO : 2300975 input reads uniquely mapped in OE3
[17:25:20]  pyseqrna_stats :: INFO : 66348 input reads multi mapped in OE3
[17:25:25]  pyseqrna_stats :: INFO : 3785631 input reads aligned OF1
[17:25:31]  pyseqrna_stats :: INFO : 3645518 input reads uniquely mapped in OF1
[17:25:36]  pyseqrna_stats :: INFO : 140113 input reads multi mapped in OF1
[17:25:40]  pyseqrna_stats :: INFO : 3530555 input reads aligned OF2
[17:25:46]  pyseqrna_stats :: INFO : 3403607 input reads uniquely mapped in OF2
[17:25:51]  pyseqrna_stats :: INFO : 126948 input reads multi mapped in OF2
[17:25:54]  pyseqrna_stats :: INFO : 2505047 input reads aligned OF3
[17:25:58]  pyseqrna_stats :: INFO : 2432019 input reads uniquely mapped in OF3
[17:26:01]  pyseqrna_stats :: INFO : 73028 input reads multi mapped in OF3
[17:26:07]  pyseqrna_stats :: INFO : 2751115 input reads aligned OG1
[17:26:12]  pyseqrna_stats :: INFO : 2636595 input reads uniquely mapped in OG1
[17:26:18]  pyseqrna_stats :: INFO : 114520 input reads multi mapped in OG1
[17:26:22]  pyseqrna_stats :: INFO : 2694222 input reads aligned OG2
[17:26:28]  pyseqrna_stats :: INFO : 2610970 input reads uniquely mapped in OG2
[17:26:32]  pyseqrna_stats :: INFO : 83252 input reads multi mapped in OG2
[17:26:35]  pyseqrna_stats :: INFO : 2249881 input reads aligned OG3
[17:26:39]  pyseqrna_stats :: INFO : 2187285 input reads uniquely mapped in OG3
[17:26:43]  pyseqrna_stats :: INFO : 62596 input reads multi mapped in OG3
[17:26:49]  pyseqrna_stats :: INFO : 5511948 input reads aligned OH1
[17:26:57]  pyseqrna_stats :: INFO : 5348790 input reads uniquely mapped in OH1
[17:27:04]  pyseqrna_stats :: INFO : 163158 input reads multi mapped in OH1
[17:27:09]  pyseqrna_stats :: INFO : 4037972 input reads aligned OH2
[17:27:15]  pyseqrna_stats :: INFO : 3919667 input reads uniquely mapped in OH2
[17:27:20]  pyseqrna_stats :: INFO : 118305 input reads multi mapped in OH2
[17:27:24]  pyseqrna_stats :: INFO : 2931701 input reads aligned OH3
[17:27:28]  pyseqrna_stats :: INFO : 2852199 input reads uniquely mapped in OH3
[17:27:32]  pyseqrna_stats :: INFO : 79502 input reads multi mapped in OH3
[17:27:37]  pyseqrna_stats :: INFO : 3473227 input reads aligned OI1
[17:27:43]  pyseqrna_stats :: INFO : 3383940 input reads uniquely mapped in OI1
[17:27:48]  pyseqrna_stats :: INFO : 89287 input reads multi mapped in OI1
[17:27:54]  pyseqrna_stats :: INFO : 3710574 input reads aligned OI2
[17:28:01]  pyseqrna_stats :: INFO : 3587839 input reads uniquely mapped in OI2
[17:28:07]  pyseqrna_stats :: INFO : 122735 input reads multi mapped in OI2
[17:28:12]  pyseqrna_stats :: INFO : 2774906 input reads aligned OI3
[17:28:17]  pyseqrna_stats :: INFO : 2692712 input reads uniquely mapped in OI3
[17:28:22]  pyseqrna_stats :: INFO : 82194 input reads multi mapped in OI3
[17:28:26]  pyseqrna_stats :: INFO : 3275288 input reads aligned OJ1
[17:28:31]  pyseqrna_stats :: INFO : 3182147 input reads uniquely mapped in OJ1
[17:28:36]  pyseqrna_stats :: INFO : 93141 input reads multi mapped in OJ1
[17:28:41]  pyseqrna_stats :: INFO : 3494369 input reads aligned OJ2
[17:28:46]  pyseqrna_stats :: INFO : 3375777 input reads uniquely mapped in OJ2
[17:28:51]  pyseqrna_stats :: INFO : 118592 input reads multi mapped in OJ2
[17:28:56]  pyseqrna_stats :: INFO : 3783130 input reads aligned OJ3
[17:29:01]  pyseqrna_stats :: INFO : 3676548 input reads uniquely mapped in OJ3
[17:29:07]  pyseqrna_stats :: INFO : 106582 input reads multi mapped in OJ3
[17:29:10]  pyseqrna_stats :: INFO : 3143655 input reads aligned OK1
[17:29:16]  pyseqrna_stats :: INFO : 3078689 input reads uniquely mapped in OK1
[17:29:19]  pyseqrna_stats :: INFO : 64966 input reads multi mapped in OK1
[17:29:26]  pyseqrna_stats :: INFO : 3954382 input reads aligned OK2
